2021-02-10 14:00:34.055033: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-02-10 14:04:32.231031: I tensorflow/compiler/jit/xla_cpu_device.cc:41] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-02-10 14:04:32.234344: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-02-10 14:04:32.303520: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:02:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-02-10 14:04:32.306292: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 1 with properties: 
pciBusID: 0000:03:00.0 name: Tesla K40m computeCapability: 3.5
coreClock: 0.745GHz coreCount: 15 deviceMemorySize: 11.92GiB deviceMemoryBandwidth: 268.58GiB/s
2021-02-10 14:04:32.307185: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-02-10 14:04:32.373374: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-02-10 14:04:32.374508: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-02-10 14:04:32.403531: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-02-10 14:04:32.427333: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-02-10 14:04:32.429103: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcusolver.so.10'; dlerror: libcusolver.so.10: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /.singularity.d/libs
2021-02-10 14:04:32.445065: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-02-10 14:04:32.446353: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcudnn.so.8'; dlerror: libcudnn.so.8: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /.singularity.d/libs
2021-02-10 14:04:32.447166: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1757] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2021-02-10 14:04:32.450167: I tensorflow/compiler/jit/xla_gpu_device.cc:99] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-02-10 14:04:32.450962: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1261] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-02-10 14:04:32.451741: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1267]      
INFO: loading CT volume...
Done.
3D FFT computed.


Epoch 1: training on 10935 images and validating on 3645 images.

2021-02-10 14:04:40.241353: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:116] None of the MLIR optimization passes are enabled (registered 2)
2021-02-10 14:04:40.245281: I tensorflow/core/platform/profile_utils/cpu_utils.cc:112] CPU Frequency: 2100160000 Hz
Step 1: 	 loss = 72.9257 	 acc = 0.0000 	 (9.23 seconds/step)
Step 39379: 	 loss = 49.1961 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39380: 	 loss = 49.4685 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39381: 	 loss = 47.0427 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39382: 	 loss = 46.6398 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39383: 	 loss = 47.5396 	 acc = 1.0000 	 (2.93 seconds/step)
Step 39384: 	 loss = 49.5970 	 acc = 1.0000 	 (3.03 seconds/step)
Step 39385: 	 loss = 47.7125 	 acc = 0.8750 	 (3.03 seconds/step)
Step 39386: 	 loss = 49.9277 	 acc = 1.0000 	 (3.08 seconds/step)
Step 39387: 	 loss = 46.6434 	 acc = 0.7500 	 (2.98 seconds/step)
Step 39388: 	 loss = 44.5980 	 acc = 1.0000 	 (3.05 seconds/step)
Step 39389: 	 loss = 48.9610 	 acc = 0.8750 	 (3.01 seconds/step)
Step 39390: 	 loss = 48.7537 	 acc = 0.7500 	 (3.07 seconds/step)
Step 39391: 	 loss = 50.1454 	 acc = 1.0000 	 (3.05 seconds/step)
Step 39392: 	 loss = 45.7899 	 acc = 0.6250 	 (3.01 seconds/step)
Step 39393: 	 loss = 45.6919 	 acc = 1.0000 	 (2.92 seconds/step)
Step 39394: 	 loss = 50.1477 	 acc = 0.7500 	 (2.98 seconds/step)
Step 39395: 	 loss = 46.4205 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39396: 	 loss = 49.3168 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39397: 	 loss = 48.0297 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39398: 	 loss = 50.5176 	 acc = 0.8750 	 (3.01 seconds/step)
Step 39399: 	 loss = 47.4252 	 acc = 0.8750 	 (2.89 seconds/step)
Step 39400: 	 loss = 48.9169 	 acc = 0.6250 	 (2.99 seconds/step)
Step 39401: 	 loss = 46.6865 	 acc = 0.8750 	 (3.04 seconds/step)
Step 39402: 	 loss = 42.7525 	 acc = 0.8750 	 (2.96 seconds/step)
Step 39403: 	 loss = 45.4447 	 acc = 1.0000 	 (3.04 seconds/step)
Step 39404: 	 loss = 47.2201 	 acc = 0.7500 	 (3.01 seconds/step)
Step 39405: 	 loss = 49.3023 	 acc = 0.7500 	 (3.03 seconds/step)
Step 39406: 	 loss = 48.2375 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39407: 	 loss = 49.9572 	 acc = 0.8750 	 (2.88 seconds/step)
Step 39408: 	 loss = 50.9059 	 acc = 1.0000 	 (3.08 seconds/step)
Step 39409: 	 loss = 50.0364 	 acc = 0.8750 	 (3.04 seconds/step)
Step 39410: 	 loss = 43.9171 	 acc = 0.8750 	 (2.96 seconds/step)
Step 39411: 	 loss = 49.2839 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39412: 	 loss = 50.1081 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39413: 	 loss = 50.5165 	 acc = 0.5000 	 (2.97 seconds/step)
Step 39414: 	 loss = 45.7295 	 acc = 1.0000 	 (3.05 seconds/step)
Step 39415: 	 loss = 46.7051 	 acc = 0.7500 	 (3.00 seconds/step)
Step 39416: 	 loss = 50.6829 	 acc = 0.8750 	 (2.95 seconds/step)
Step 39417: 	 loss = 48.8748 	 acc = 1.0000 	 (3.03 seconds/step)
Step 39418: 	 loss = 44.0994 	 acc = 0.8750 	 (2.91 seconds/step)
Step 39419: 	 loss = 46.5102 	 acc = 0.6250 	 (3.02 seconds/step)
Step 39420: 	 loss = 48.1118 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39421: 	 loss = 47.7056 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39422: 	 loss = 50.4065 	 acc = 0.8750 	 (2.88 seconds/step)
Step 39423: 	 loss = 45.3269 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39424: 	 loss = 47.3847 	 acc = 1.0000 	 (3.07 seconds/step)
Step 39425: 	 loss = 48.9561 	 acc = 0.8750 	 (3.06 seconds/step)
Step 39426: 	 loss = 45.4505 	 acc = 0.8750 	 (3.00 seconds/step)
Step 39427: 	 loss = 50.3867 	 acc = 1.0000 	 (2.88 seconds/step)
Step 39428: 	 loss = 48.1704 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39429: 	 loss = 48.4651 	 acc = 0.8750 	 (3.01 seconds/step)
Step 39430: 	 loss = 47.1244 	 acc = 0.8750 	 (2.93 seconds/step)
Step 39431: 	 loss = 48.8961 	 acc = 1.0000 	 (2.93 seconds/step)
Step 39432: 	 loss = 48.5690 	 acc = 0.8750 	 (2.95 seconds/step)
Step 39433: 	 loss = 48.0651 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39434: 	 loss = 46.0456 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39435: 	 loss = 49.6977 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39436: 	 loss = 45.4676 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39437: 	 loss = 48.0665 	 acc = 1.0000 	 (3.02 seconds/step)
Step 39438: 	 loss = 49.5303 	 acc = 0.7500 	 (2.99 seconds/step)
Step 39439: 	 loss = 47.7366 	 acc = 1.0000 	 (3.05 seconds/step)
Step 39440: 	 loss = 44.9324 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39441: 	 loss = 41.8005 	 acc = 1.0000 	 (2.96 seconds/step)
Step 39442: 	 loss = 47.9313 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39443: 	 loss = 50.0725 	 acc = 0.8750 	 (2.95 seconds/step)
Step 39444: 	 loss = 47.5078 	 acc = 0.7500 	 (3.00 seconds/step)
Step 39445: 	 loss = 48.7889 	 acc = 0.7500 	 (3.05 seconds/step)
Step 39446: 	 loss = 49.9242 	 acc = 1.0000 	 (3.05 seconds/step)
Step 39447: 	 loss = 43.8506 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39448: 	 loss = 49.9483 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39449: 	 loss = 49.5262 	 acc = 1.0000 	 (2.96 seconds/step)
Step 39450: 	 loss = 43.5057 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39451: 	 loss = 44.5267 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39452: 	 loss = 50.2391 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39453: 	 loss = 46.9234 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39454: 	 loss = 44.3178 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39455: 	 loss = 49.8397 	 acc = 0.8750 	 (2.91 seconds/step)
Step 39456: 	 loss = 46.8931 	 acc = 0.6250 	 (2.92 seconds/step)
Step 39457: 	 loss = 50.5780 	 acc = 1.0000 	 (3.05 seconds/step)
Step 39458: 	 loss = 46.4605 	 acc = 0.8750 	 (2.85 seconds/step)
Step 39459: 	 loss = 46.1034 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39460: 	 loss = 49.4356 	 acc = 0.8750 	 (2.96 seconds/step)
Step 39461: 	 loss = 48.6315 	 acc = 1.0000 	 (2.94 seconds/step)
Step 39462: 	 loss = 47.3802 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39463: 	 loss = 42.8688 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39464: 	 loss = 46.6304 	 acc = 0.7500 	 (2.89 seconds/step)
Step 39465: 	 loss = 46.7042 	 acc = 0.6250 	 (2.95 seconds/step)
Step 39466: 	 loss = 48.5492 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39467: 	 loss = 50.8920 	 acc = 1.0000 	 (3.03 seconds/step)
Step 39468: 	 loss = 50.0112 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39469: 	 loss = 50.7013 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39470: 	 loss = 48.4039 	 acc = 1.0000 	 (3.02 seconds/step)
Step 39471: 	 loss = 49.3303 	 acc = 1.0000 	 (2.92 seconds/step)
Step 39472: 	 loss = 50.9202 	 acc = 0.8750 	 (3.00 seconds/step)
Step 39473: 	 loss = 48.8792 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39474: 	 loss = 45.5531 	 acc = 0.8750 	 (3.04 seconds/step)
Step 39475: 	 loss = 45.1218 	 acc = 1.0000 	 (2.96 seconds/step)
Step 39476: 	 loss = 47.3533 	 acc = 0.6250 	 (3.01 seconds/step)
Step 39477: 	 loss = 50.1951 	 acc = 0.7500 	 (2.98 seconds/step)
Step 39478: 	 loss = 47.4210 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39479: 	 loss = 51.0184 	 acc = 0.6250 	 (3.04 seconds/step)
Step 39480: 	 loss = 48.0154 	 acc = 0.7500 	 (2.95 seconds/step)
Step 39481: 	 loss = 49.3417 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39482: 	 loss = 48.3617 	 acc = 0.8750 	 (3.03 seconds/step)
Step 39483: 	 loss = 47.8118 	 acc = 0.7500 	 (2.98 seconds/step)
Step 39484: 	 loss = 46.7686 	 acc = 0.5000 	 (3.06 seconds/step)
Step 39485: 	 loss = 44.4745 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39486: 	 loss = 46.5930 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39487: 	 loss = 50.0379 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39488: 	 loss = 50.5024 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39489: 	 loss = 49.8031 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39490: 	 loss = 49.3707 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39491: 	 loss = 50.2650 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39492: 	 loss = 44.4615 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39493: 	 loss = 50.2163 	 acc = 0.8750 	 (3.05 seconds/step)
Step 39494: 	 loss = 50.1367 	 acc = 1.0000 	 (3.02 seconds/step)
Step 39495: 	 loss = 47.8562 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39496: 	 loss = 46.9542 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39497: 	 loss = 50.4514 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39498: 	 loss = 49.6235 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39499: 	 loss = 49.7319 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39500: 	 loss = 47.6823 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39501: 	 loss = 47.4730 	 acc = 0.7500 	 (3.04 seconds/step)
Step 39502: 	 loss = 46.0401 	 acc = 0.7500 	 (2.95 seconds/step)
Step 39503: 	 loss = 46.9631 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39504: 	 loss = 49.5077 	 acc = 0.8750 	 (3.00 seconds/step)
Step 39505: 	 loss = 49.0361 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39506: 	 loss = 46.7742 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39507: 	 loss = 48.0381 	 acc = 0.7500 	 (3.00 seconds/step)
Step 39508: 	 loss = 46.6770 	 acc = 0.8750 	 (3.04 seconds/step)
Step 39509: 	 loss = 47.9696 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39510: 	 loss = 46.3412 	 acc = 0.7500 	 (3.00 seconds/step)
Step 39511: 	 loss = 49.6709 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39512: 	 loss = 47.3474 	 acc = 1.0000 	 (2.96 seconds/step)
Step 39513: 	 loss = 48.8417 	 acc = 0.8750 	 (2.93 seconds/step)
Step 39514: 	 loss = 47.9495 	 acc = 0.7500 	 (2.99 seconds/step)
Step 39515: 	 loss = 46.8770 	 acc = 0.7500 	 (3.02 seconds/step)
Step 39516: 	 loss = 45.2025 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39517: 	 loss = 48.0608 	 acc = 1.0000 	 (2.95 seconds/step)
Step 39518: 	 loss = 45.8294 	 acc = 1.0000 	 (2.93 seconds/step)
Step 39519: 	 loss = 46.1554 	 acc = 0.7500 	 (2.97 seconds/step)
Step 39520: 	 loss = 50.6741 	 acc = 0.8750 	 (3.01 seconds/step)
Step 39521: 	 loss = 49.9706 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39522: 	 loss = 50.4930 	 acc = 0.7500 	 (2.99 seconds/step)
Step 39523: 	 loss = 46.9315 	 acc = 0.8750 	 (2.96 seconds/step)
Step 39524: 	 loss = 49.8890 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39525: 	 loss = 50.6496 	 acc = 0.8750 	 (2.94 seconds/step)
Step 39526: 	 loss = 48.9741 	 acc = 0.6250 	 (3.00 seconds/step)
Step 39527: 	 loss = 50.7738 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39528: 	 loss = 47.2845 	 acc = 0.8750 	 (3.00 seconds/step)
Step 39529: 	 loss = 49.3348 	 acc = 1.0000 	 (3.04 seconds/step)
Step 39530: 	 loss = 46.8469 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39531: 	 loss = 47.9609 	 acc = 0.8750 	 (3.04 seconds/step)
Step 39532: 	 loss = 48.8715 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39533: 	 loss = 47.0453 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39534: 	 loss = 48.5586 	 acc = 1.0000 	 (2.95 seconds/step)
Step 39535: 	 loss = 45.7578 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39536: 	 loss = 48.2805 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39537: 	 loss = 50.7304 	 acc = 1.0000 	 (2.96 seconds/step)
Step 39538: 	 loss = 48.8672 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39539: 	 loss = 47.9840 	 acc = 1.0000 	 (3.05 seconds/step)
Step 39540: 	 loss = 49.7462 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39541: 	 loss = 46.6807 	 acc = 1.0000 	 (3.01 seconds/step)
Step 39542: 	 loss = 49.5036 	 acc = 0.8750 	 (3.05 seconds/step)
Step 39543: 	 loss = 40.5046 	 acc = 0.7500 	 (3.01 seconds/step)
Step 39544: 	 loss = 48.8069 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39545: 	 loss = 49.3725 	 acc = 1.0000 	 (3.03 seconds/step)
Step 39546: 	 loss = 46.5289 	 acc = 0.8750 	 (3.06 seconds/step)
Step 39547: 	 loss = 46.6990 	 acc = 0.8750 	 (3.03 seconds/step)
Step 39548: 	 loss = 47.2529 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39549: 	 loss = 50.8462 	 acc = 0.7500 	 (3.05 seconds/step)
Step 39550: 	 loss = 46.8825 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39551: 	 loss = 49.1769 	 acc = 0.8750 	 (3.07 seconds/step)
Step 39552: 	 loss = 48.3546 	 acc = 0.6250 	 (3.05 seconds/step)
Step 39553: 	 loss = 46.4831 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39554: 	 loss = 47.7469 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39555: 	 loss = 49.6936 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39556: 	 loss = 50.1874 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39557: 	 loss = 48.1425 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39558: 	 loss = 47.8209 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39559: 	 loss = 49.3096 	 acc = 1.0000 	 (3.09 seconds/step)
Step 39560: 	 loss = 48.2904 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39561: 	 loss = 50.5456 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39562: 	 loss = 49.0163 	 acc = 1.0000 	 (2.93 seconds/step)
Step 39563: 	 loss = 43.8734 	 acc = 0.8750 	 (3.04 seconds/step)
Step 39564: 	 loss = 50.2069 	 acc = 0.7500 	 (3.03 seconds/step)
Step 39565: 	 loss = 43.0434 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39566: 	 loss = 45.5995 	 acc = 0.7500 	 (3.00 seconds/step)
Step 39567: 	 loss = 47.4111 	 acc = 0.6250 	 (2.96 seconds/step)
Step 39568: 	 loss = 50.0844 	 acc = 0.7500 	 (2.91 seconds/step)
Step 39569: 	 loss = 47.0283 	 acc = 0.5000 	 (3.02 seconds/step)
Step 39570: 	 loss = 50.9276 	 acc = 1.0000 	 (2.92 seconds/step)
Step 39571: 	 loss = 50.8813 	 acc = 1.0000 	 (3.00 seconds/step)
Step 39572: 	 loss = 45.7523 	 acc = 0.7500 	 (2.95 seconds/step)
Step 39573: 	 loss = 49.7956 	 acc = 0.8750 	 (3.04 seconds/step)
Step 39574: 	 loss = 47.6632 	 acc = 0.7500 	 (2.95 seconds/step)
Step 39575: 	 loss = 48.9499 	 acc = 0.8750 	 (2.94 seconds/step)
Step 39576: 	 loss = 48.1018 	 acc = 0.7500 	 (2.96 seconds/step)
Step 39577: 	 loss = 45.2329 	 acc = 0.7500 	 (2.98 seconds/step)
Step 39578: 	 loss = 46.0632 	 acc = 0.8750 	 (2.91 seconds/step)
Step 39579: 	 loss = 46.6918 	 acc = 0.7500 	 (3.04 seconds/step)
Step 39580: 	 loss = 45.8644 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39581: 	 loss = 50.7455 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39582: 	 loss = 46.2699 	 acc = 0.7500 	 (2.93 seconds/step)
Step 39583: 	 loss = 49.6427 	 acc = 0.7500 	 (2.92 seconds/step)
Step 39584: 	 loss = 50.8170 	 acc = 0.8750 	 (2.94 seconds/step)
Step 39585: 	 loss = 49.8723 	 acc = 1.0000 	 (2.92 seconds/step)
Step 39586: 	 loss = 50.9936 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39587: 	 loss = 47.0630 	 acc = 0.8750 	 (2.94 seconds/step)
Step 39588: 	 loss = 50.2329 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39589: 	 loss = 48.7860 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39590: 	 loss = 47.9125 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39591: 	 loss = 45.9710 	 acc = 0.6250 	 (2.99 seconds/step)
Step 39592: 	 loss = 46.3448 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39593: 	 loss = 48.2550 	 acc = 0.8750 	 (2.85 seconds/step)
Step 39594: 	 loss = 50.6726 	 acc = 0.8750 	 (3.10 seconds/step)
Step 39595: 	 loss = 46.2468 	 acc = 1.0000 	 (2.87 seconds/step)
Step 39596: 	 loss = 43.9147 	 acc = 0.8750 	 (2.96 seconds/step)
Step 39597: 	 loss = 47.3999 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39598: 	 loss = 49.2696 	 acc = 1.0000 	 (2.94 seconds/step)
Step 39599: 	 loss = 47.1926 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39600: 	 loss = 49.5078 	 acc = 0.7500 	 (2.98 seconds/step)
Step 39601: 	 loss = 49.9477 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39602: 	 loss = 49.2459 	 acc = 0.8750 	 (2.93 seconds/step)
Step 39603: 	 loss = 45.4053 	 acc = 0.8750 	 (2.96 seconds/step)
Step 39604: 	 loss = 45.8760 	 acc = 1.0000 	 (3.02 seconds/step)
Step 39605: 	 loss = 48.9881 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39606: 	 loss = 50.8983 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39607: 	 loss = 44.3135 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39608: 	 loss = 50.6130 	 acc = 1.0000 	 (3.02 seconds/step)
Step 39609: 	 loss = 50.1413 	 acc = 1.0000 	 (2.98 seconds/step)
Step 39610: 	 loss = 48.7635 	 acc = 0.7500 	 (3.00 seconds/step)
Step 39611: 	 loss = 47.9011 	 acc = 1.0000 	 (2.95 seconds/step)
Step 39612: 	 loss = 42.7243 	 acc = 0.8750 	 (2.97 seconds/step)
Step 39613: 	 loss = 47.1736 	 acc = 1.0000 	 (2.84 seconds/step)
Step 39614: 	 loss = 49.3865 	 acc = 0.8750 	 (2.96 seconds/step)
Step 39615: 	 loss = 46.4902 	 acc = 0.8750 	 (2.91 seconds/step)
Step 39616: 	 loss = 49.8756 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39617: 	 loss = 49.2238 	 acc = 0.8750 	 (3.00 seconds/step)
Step 39618: 	 loss = 48.8594 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39619: 	 loss = 46.7838 	 acc = 0.7500 	 (2.94 seconds/step)
Step 39620: 	 loss = 47.6463 	 acc = 1.0000 	 (2.97 seconds/step)
Step 39621: 	 loss = 50.4258 	 acc = 1.0000 	 (2.99 seconds/step)
Step 39622: 	 loss = 49.5016 	 acc = 1.0000 	 (3.04 seconds/step)
Step 39623: 	 loss = 49.2672 	 acc = 1.0000 	 (3.03 seconds/step)
Step 39624: 	 loss = 46.5174 	 acc = 0.7500 	 (3.02 seconds/step)
Step 39625: 	 loss = 49.4230 	 acc = 0.8750 	 (3.01 seconds/step)
Step 39626: 	 loss = 47.4458 	 acc = 1.0000 	 (2.96 seconds/step)
Step 39627: 	 loss = 48.2972 	 acc = 0.8750 	 (2.99 seconds/step)
Step 39628: 	 loss = 49.7219 	 acc = 0.8750 	 (3.00 seconds/step)
Step 39629: 	 loss = 48.6905 	 acc = 0.7500 	 (2.99 seconds/step)
Step 39630: 	 loss = 50.7795 	 acc = 1.0000 	 (3.02 seconds/step)
Step 39631: 	 loss = 45.0375 	 acc = 1.0000 	 (2.96 seconds/step)
Step 39632: 	 loss = 50.5864 	 acc = 0.8750 	 (2.92 seconds/step)
Step 39633: 	 loss = 46.7771 	 acc = 1.0000 	 (2.95 seconds/step)
Step 39634: 	 loss = 49.2037 	 acc = 0.8750 	 (3.02 seconds/step)
Step 39635: 	 loss = 48.3672 	 acc = 0.8750 	 (2.95 seconds/step)
Step 39636: 	 loss = 47.7260 	 acc = 0.8750 	 (3.01 seconds/step)
Step 39637: 	 loss = 49.4817 	 acc = 1.0000 	 (2.92 seconds/step)
Step 39638: 	 loss = 43.5574 	 acc = 0.8750 	 (2.98 seconds/step)
Step 39639: 	 loss = 47.8750 	 acc = 0.7500 	 (2.90 seconds/step)
Step 39640: 	 loss = 47.0435 	 acc = 0.6250 	 (2.98 seconds/step)
Step 39641: 	 loss = 42.7174 	 acc = 0.7500 	 (3.01 seconds/step)
Step 39642: 	 loss = 50.7043 	 acc = 0.6250 	 (2.99 seconds/step)
Step 39643: 	 loss = 49.0917 	 acc = 0.7143 	 (2.80 seconds/step)
Epoch 29: Generating validation data...
